CompanyName	Value(1000s)	Shares	OrderType
VINA CONCHA Y TORO S A	1431	46200	Market
VINCE HLDG CORP	184	391600	Market
VIPER ENERGY PARTNERS LP	1051	66953	Market
VIRCO MFG CO	1074	200733	Market
VIRTU FINL INC	9769	553500	Market
VIRTUS INVT PARTNERS INC	1091	9829	Market
VISA INC	6189	66000	Market
VISHAY PRECISION GROUP INC	7960	460100	Market
VISTEON CORP	22383	219309	Market
VITAMIN SHOPPE INC	936	80301	Market
VIVINT SOLAR INC	1095	187117	Market
VIVUS INC	10625	8709103	Market
VMWARE INC	184600	2111400	Market
VOCERA COMMUNICATIONS INC	36037	1364000	Market
VODAFONE GROUP PLC NEW	162077	5641400	Market
VOLT INFORMATION SCIENCES IN	740	187300	Market
VONAGE HLDGS CORP	3109	475326	Market
VORNADO RLTY TR	53251	567099	Market
VOXX INTL CORP	2316	282400	Market
VOYA FINL INC	11299	306300	Market
VOYAGER THERAPEUTICS INC	94	10500	Market
VSE CORP	3234	71900	Market
VTTI ENERGY PARTNERS LP	3154	160513	Market
VTV THERAPEUTICS INC	367	73867	Market
VULCAN MATLS CO	42687	336965	Market
VWR CORP	27619	836700	Market
W & T OFFSHORE INC	164	83600	Market
WABASH NATL CORP	3598	163700	Market
WAGEWORKS INC	64116	954100	Market
WAL-MART STORES INC	383175	5063100	Market
WALGREENS BOOTS ALLIANCE INC	4017	51300	Market
WALKER & DUNLOP INC	2324	47600	Market
WASHINGTON FED INC	7593	228700	Market
WASHINGTON REAL ESTATE INVT	44931	1408500	Market
WASHINGTON TR BANCORP	21969	426168	Market
WASHINGTONFIRST BANKSHARES I	5906	171035	Market
WASTE CONNECTIONS INC	90266	1401211	Market
WASTE MGMT INC DEL	276933	3775500	Market
WATERS CORP	96773	526400	Market
WATERSTONE FINL INC MD	44459	2358581	Market
WATTS WATER TECHNOLOGIES INC	13070	206800	Market
WAYFAIR INC	25985	338000	Market
WAYSIDE TECHNOLOGY GROUP INC	5294	273600	Market
WD-40 CO	62589	567185	Market
WEATHERFORD INTL PLC	3285	848745	Market
WEB COM GROUP INC	1920	75900	Market
WEBMD HEALTH CORP	24804	422913	Market
WEBSTER FINL CORP CONN	1542	29531	Market
WEC ENERGY GROUP INC	109551	1784802	Market
WEIBO CORP	10297	154908	Market
WEIS MKTS INC	31064	637600	Market
WELBILT INC	6017	319200	Market
WELLCARE HEALTH PLANS INC	152858	851293	Market
WELLS FARGO CO NEW	106814	1927711	Market
WELLTOWER INC	101167	1351600	Market
WENDYS CO	18744	1208522	Market
WESBANCO INC	15142	382942	Market
WESCO INTL INC	13185	230103	Market
WEST BANCORPORATION INC	5600	236800	Market
WEST CORP	5832	250100	Market
WEST MARINE INC	2549	198400	Market
WEST PHARMACEUTICAL SVSC INC	30114	318600	Market
WESTAMERICA BANCORPORATION	2512	44831	Market
WESTAR ENERGY INC	122699	2314200	Market
WESTELL TECHNOLOGIES INC	3126	998658	Market
WESTERN ASSET MTG CAP CORP	8917	865710	Market
WESTERN COPPER & GOLD CORP	29	29000	Market
WESTERN DIGITAL CORP	12329	139149	Market
WESTERN GAS EQUITY PARTNERS	3065	71252	Market
WESTERN GAS PARTNERS LP	1124	20090	Market
WESTERN NEW ENG BANCORP INC	13950	1374409	Market
WESTERN UN CO	20185	1059600	Market
WESTLAKE CHEM PARTNERS LP	1446	58421	Market
WESTMORELAND COAL CO	4312	885500	Market
WESTPAC BKG CORP	32133	1373206	Market
WESTROCK CO	19438	343062	Market
WESTWOOD HLDGS GROUP INC	14773	260600	Market
WEX INC	6340	60800	Market
WEYCO GROUP INC	848	30400	Market
WGL HLDGS INC	12565	150600	Market
WHEATON PRECIOUS METALS CORP	28076	1411597	Market
WHIRLPOOL CORP	8461	44157	Market
WHITE MTNS INS GROUP LTD	35874	41300	Market
WHITESTONE REIT	3769	307701	Market
WHOLE FOODS MKT INC	103639	2461148	Market
WIDEPOINT CORP	70	152400	Market
WILEY JOHN & SONS INC	4199	79600	Market
WILLAMETTE VY VINEYARD INC	650	80400	Market
WILLBROS GROUP INC DEL	1161	469900	Market
WILLDAN GROUP INC	14533	475700	Market
WILLIAMS COS INC DEL	29862	986200	Market
WILLIAMS PARTNERS L P NEW	17148	427534	Market
WILLIS LEASE FINANCE CORP	11825	442400	Market
WILLIS TOWERS WATSON PUB LTD	68267	469320	Market
WINDSTREAM HLDGS INC	41980	10819536	Market
WINMARK CORP	19356	150101	Market
WINS FIN HLDGS INC	226	1100	Market
WINTRUST FINL CORP	12536	164000	Market
WIPRO LTD	12119	2330600	Market
WIRELESS TELECOM GROUP INC	1463	914100	Market
WIX COM LTD	168042	2414400	Market
WNS HOLDINGS LTD	47671	1387400	Market
WOLVERINE WORLD WIDE INC	2246	80200	Market
WORKDAY INC	117209	1208344	Market
WORKIVA INC	6005	315200	Market
WORLD PT TERMS LP	2010	116330	Market
WORLD WRESTLING ENTMT INC	4864	238800	Market
WPCS INTL INC	311	223419	Market
WPP PLC NEW	13819	131100	Market
WPX ENERGY INC	12392	1282800	Market
WRIGHT MED GROUP N V	33247	1209407	Market
WSFS FINL CORP	53260	1174414	Market
WSI INDS INC	266	81700	Market
WYNN RESORTS LTD	2347	17500	Market
XACTLY CORP	10935	698700	Market
XCEL ENERGY INC	78955	1720900	Market
XCERRA CORP	5769	590500	Market
XENIA HOTELS & RESORTS INC	7897	407700	Market
XENITH BANKSHARES INC NEW	4753	153026	Market
XENON PHARMACEUTICALS INC	410	130300	Market
XERIUM TECHNOLOGIES INC	2611	363200	Market
XEROX CORP	72048	2507766	Market
XILINX INC	97805	1520605	Market
XINYUAN REAL ESTATE CO LTD	7919	1528824	Market
XL GROUP LTD	23656	540100	Market
XO GROUP INC	25960	1473300	Market
XPERI CORP	72540	2434214	Market
XPLORE TECHNOLOGIES CORP	233	119500	Market
XUNLEI LTD	536	165304	Market
XYLEM INC	2517	45400	Market
YANDEX N V	3458	131800	Market
YINTECH INVT HLDGS LTD	2687	268700	Market
YIRENDAI LTD	5150	206000	Market
YORK WTR CO	5513	158200	Market
YPF SOCIEDAD ANONIMA	18433	841700	Market
YUM BRANDS INC	193583	2624500	Market
YUM CHINA HLDGS INC	60253	1528100	Market
YUME INC	3375	718100	Market
YY INC	13887	239300	Market
ZAFGEN INC	1569	447100	Market
ZAGG INC	1541	178200	Market
ZAYO GROUP HLDGS INC	13130	424913	Market
ZEBRA TECHNOLOGIES CORP	14960	148831	Market
ZEDGE INC	424	191794	Market
ZHAOPIN LTD	14698	793200	Market
ZILLOW GROUP INC	5973	122300	Market
ZILLOW GROUP INC	7931	161814	Market
ZIX CORP	19129	3361800	Market
ZOETIS INC	106738	1711100	Market
ZUMIEZ INC	6203	502273	Market
ZYNGA INC	83755	23009600	Market
