CompanyName	Value(1000s)	Shares	OrderType
STRATUS PPTYS INC	6288	191986	Market
STRAYER ED INC	68646	851375	Market
STREAMLINE HEALTH SOLUTIONS	7	5805	Market
STRONGBRIDGE BIOPHARMA PLC	63	26448	Market
STRYKER CORP	756660	6315496	Market
STURM RUGER & CO INC	97652	1852971	Market
SUCAMPO PHARMACEUTICALS INC	18853	1391369	Market
SUCAMPO PHARMACEUTICALS INC	27	25000	Market
SUFFOLK BANCORP	16251	379509	Market
SUMMER INFANT INC	6	3145	Market
SUMMIT FINANCIAL GROUP INC	7743	281270	Market
SUMMIT HOTEL PPTYS	109140	6808497	Market
SUMMIT MATLS INC	55917	2350458	Market
SUMMIT ST BK SANTA ROSA CALI	10	695	Market
SUN BANCORP INC	9339	359186	Market
SUN CMNTYS INC	86529	1129474	Market
SUN HYDRAULICS CORP	27644	691629	Market
SUNCOKE ENERGY INC	61083	5386474	Market
SUNCOR ENERGY INC NEW	35795	1094980	Market
SUNESIS PHARMACEUTICALS INC	11	3048	Market
SUNPOWER CORP	4803	726686	Market
SUNPOWER CORP	53	58000	Market
SUNPOWER CORP	41	58000	Market
SUNRUN INC	11232	2115265	Market
SUNSHINE BANCORP INC	27	1557	Market
SUNSHINE HEART INC	2	5629	Market
SUNSTONE HOTEL INVS INC NEW	120336	7890853	Market
SUNTRUST BKS INC	526202	9593477	Market
SUNWORKS INC	117	58601	Market
SUPER MICRO COMPUTER INC	85479	3047369	Market
SUPERCONDUCTOR TECHNOLOGIES	0	303	Market
SUPERIOR DRILLING PRODS INC	3	2294	Market
SUPERIOR ENERGY SVCS INC	109499	6486884	Market
SUPERIOR INDS INTL INC	52141	1978776	Market
SUPERIOR UNIFORM GP INC	5149	262459	Market
SUPERNUS PHARMACEUTICALS INC	112230	4444772	Market
SUPERVALU INC	101514	21737508	Market
SUPPORT COM INC	14	16465	Market
SUPREME INDS INC	6550	417216	Market
SURGERY PARTNERS INC	9017	568907	Market
SURGICAL CARE AFFILIATES INC	104461	2257640	Market
SURMODICS INC	27075	1065943	Market
SUSSEX BANCORP	16	754	Market
SUTHERLAND ASSET MGMT CORP M	2257	167774	Market
SVB FINL GROUP	361219	2104268	Market
SWIFT TRANSN CO	55925	2295758	Market
SYKES ENTERPRISES INC	92155	3193174	Market
SYMANTEC CORP	316684	13255934	Market
SYNACOR INC	235	75927	Market
SYNALLOY CP DEL	274	24984	Market
SYNAPTICS INC	117584	2194555	Market
SYNCHRONOSS TECHNOLOGIES INC	126635	3306387	Market
SYNCHRONY FINL	524749	14467851	Market
SYNDAX PHARMACEUTICALS INC	1088	151781	Market
SYNERGY PHARMACEUTICALS DEL	60178	9881438	Market
SYNERGY RES CORP	139980	15710440	Market
SYNGENTA AG	2579	32620	Market
SYNNEX CORP	214067	1768854	Market
SYNOPSYS INC	486012	8257092	Market
SYNOVUS FINL CORP	206530	5027507	Market
SYNTEL INC	19859	1003490	Market
SYNTHESIS ENERGY SYS INC	195	194900	Market
SYNTHETIC BIOLOGICS INC	1866	2446524	Market
SYNUTRA INTL INC	3729	697048	Market
SYPRIS SOLUTIONS INC	4	4991	Market
SYROS PHARMACEUTICALS INC	1752	144045	Market
SYSCO CORP	550745	9946624	Market
SYSOREX GLOBAL	2	8176	Market
SYSTEMAX INC	3353	382328	Market
T MOBILE US INC	136069	2366007	Market
T MOBILE US INC	194120	2055480	Market
T2 BIOSYSTEMS INC	2396	455468	Market
TABLEAU SOFTWARE INC	32426	769306	Market
TABULA RASA HEALTHCARE INC	2179	145429	Market
TACTILE SYS TECHNOLOGY INC	2126	129557	Market
TAHOE RES INC	28987	3077157	Market
TAILORED BRANDS INC	98678	3862146	Market
TAITRON COMPONENTS INC	1	800	Market
TAIWAN SEMICONDUCTOR MFG LTD	26050	906072	Market
TAKE-TWO INTERACTIVE SOFTWAR	331994	6735516	Market
TAKE-TWO INTERACTIVE SOFTWAR	133	58000	Market
TAL ED GROUP	67513	962412	Market
TALLGRASS ENERGY GP LP	433	16152	Market
TANDEM DIABETES CARE INC	1300	604834	Market
TANDY LEATHER FACTORY INC	129	15950	Market
TANGER FACTORY OUTLET CTRS I	148870	4160715	Market
TANGOE INC	16834	2136246	Market
TARENA INTL INC	2558	170615	Market
TARGA RES CORP	129186	2304013	Market
TARGET CORP	629595	8716537	Market
TARO PHARMACEUTICAL INDS LTD	12628	119960	Market
TASER INTL INC	115190	4752078	Market
TATA MTRS LTD	8705	253116	Market
TAUBMAN CTRS INC	195825	2648786	Market
TAYLOR DEVICES INC	11	702	Market
TAYLOR MORRISON HOME CORP	27756	1441114	Market
TCF FINL CORP	136124	6948652	Market
TD AMERITRADE HLDG CORP	138353	3173228	Market
TE CONNECTIVITY LTD	232036	3349247	Market
TEAM HEALTH HOLDINGS INC	99477	2289449	Market
TEAM INC	94716	2413142	Market
TEARLAB CORP	5	8892	Market
TECH DATA CORP	181151	2139244	Market
TECHTARGET INC	4427	519018	Market
TECK RESOURCES LTD	7222	360571	Market
TECNOGLASS INC	7	605	Market
TECOGEN INC NEW	116	27532	Market
TEEKAY CORPORATION	12151	1513213	Market
TEEKAY TANKERS LTD	8675	3838523	Market
TEGNA INC	82136	3839933	Market
TEJON RANCH CO	11737	461536	Market
TEL INSTR ELECTRS CORP	1	226	Market
TELADOC INC	11010	667264	Market
TELECOM ARGENTINA S A	8084	444883	Market
TELEDYNE TECHNOLOGIES INC	287808	2339905	Market
TELEFLEX INC	295088	1831136	Market
TELENAV INC	7618	1080627	Market
TELEPHONE & DATA SYS INC	135390	4689628	Market
TELETECH HOLDINGS INC	39989	1311101	Market
TELIGENT INC NEW	13788	2086003	Market
TEMPUR SEALY INTL INC	134826	1974599	Market
TENARIS S A	14	392	Market
TENAX THERAPEUTICS INC	123	62970	Market
TENET HEALTHCARE CORP	51735	3486198	Market
TENNANT CO	96977	1362035	Market
TENNECO INC	106726	1708438	Market
TERADATA CORP DEL	63838	2349560	Market
TERADYNE INC	213562	8407962	Market
TEREX CORP NEW	133222	4225255	Market
TERRAFORM GLOBAL INC	12487	3161177	Market
TERRAFORM PWR INC	36703	2865166	Market
TERRAVIA HLDGS INC	3014	2620922	Market
TERRENO RLTY CORP	39617	1390560	Market
TERRITORIAL BANCORP INC	8477	258141	Market
TESARO INC	231482	1721313	Market
TESCO CORP	33344	4041653	Market
TESLA MTRS INC	156516	732442	Market
TESLA MTRS INC	46	50000	Market
TESLA MTRS INC	252	291000	Market
TESORO CORP	214579	2453738	Market
TESSCO TECHNOLOGIES INC	219	16868	Market
TESSERA HLDG CORP	168079	3802682	Market
TETRA TECH INC NEW	194400	4505217	Market
TETRA TECHNOLOGIES INC DEL	45148	8993544	Market
TETRAPHASE PHARMACEUTICALS I	4925	1221979	Market
TEVA PHARMACEUTICAL FIN LLC	64	58000	Market
TEVA PHARMACEUTICAL INDS LTD	262908	7252632	Market
TEXAS CAPITAL BANCSHARES INC	312580	3986992	Market
TEXAS INSTRS INC	1169227	16023390	Market
TEXAS PAC LD TR	409	1379	Market
TEXAS ROADHOUSE INC	184158	3817536	Market
TEXTAINER GROUP HOLDINGS LTD	5437	729839	Market
TEXTRON INC	290175	5975593	Market
TFS FINL CORP	10974	576352	Market
TG THERAPEUTICS INC	5480	1178520	Market
THE ONE GROUP HOSPITALITY IN	9	4199	Market
THE TRADE DESK INC	4492	162330	Market
THERAPEUTICSMD INC	33610	5825006	Market
THERAVANCE BIOPHARMA INC	70815	2221302	Market
THERAVANCE INC	25	29000	Market
THERMO FISHER SCIENTIFIC INC	850611	6028425	Market
THERMON GROUP HLDGS INC	18751	982245	Market
THESTREET INC	91	106891	Market
THIRD PT REINS LTD	23557	2039599	Market
THOMSON REUTERS CORP	59780	1365453	Market
THOR INDS INC	184631	1845389	Market
THRESHOLD PHARMACEUTICAL INC	7	16898	Market
TIDEWATER INC	13344	3913056	Market
TIER REIT INC	26054	1498235	Market
TIFFANY & CO NEW	153918	1987839	Market
TILE SHOP HLDGS INC	57082	2919802	Market
TILLYS INC	5085	385556	Market
TIMBERLAND BANCORP INC	37	1813	Market
TIME INC NEW	109048	6109111	Market
TIME WARNER INC	972011	10069526	Market
TIMKEN CO	111034	2796836	Market
TIMKENSTEEL CORP	50492	3261768	Market
TIPTREE FINL INC	4813	782524	Market
TITAN INTL INC ILL	40832	3642467	Market
TITAN MACHY INC	8614	591195	Market
TITAN PHARMACEUTICALS INC DE	2401	600300	Market
TIVO CORP	197908	9469294	Market
TJX COS INC NEW	797015	10608474	Market
TOKAI PHARMACEUTICALS INC	328	335026	Market
TOLL BROS FIN CORP	57	58000	Market
TOLL BROTHERS INC	258456	8337291	Market
TOMPKINS FINANCIAL CORPORATI	96454	1020248	Market
TONIX PHARMACEUTICALS HLDG C	28	58972	Market
TOOTSIE ROLL INDS INC	40626	1022050	Market
TOP IMAGE SYSTEMS LTD	40	32434	Market
TOPBUILD CORP	127735	3588060	Market
TOR MINERALS INTL INC	2	263	Market
TORCHLIGHT ENERGY RES INC	69	58543	Market
TORCHMARK CORP	159594	2163693	Market
TORO CO	233194	4167894	Market
TOTAL S A	234	4583	Market
TOTAL SYS SVCS INC	142308	2902458	Market
TOWER INTL INC	19258	679310	Market
TOWN SPORTS INTL HLDGS INC	89	35600	Market
TOWNEBANK PORTSMOUTH VA	57273	1722482	Market
TOWNSQUARE MEDIA INC	3200	307436	Market
TPI COMPOSITES INC	3219	200679	Market
TRACON PHARMACEUTICALS INC	103	20990	Market
TRACTOR SUPPLY CO	178791	2358406	Market
TRANS WORLD ENTMT CORP	66	20221	Market
TRANSACT TECHNOLOGIES INC	160	24177	Market
TRANSATLANTIC PETROLEUM LTD	53	48179	Market
TRANSCANADA CORP	25620	567449	Market
TRANSCAT INC	181	16787	Market
TRANSCONTINENTAL RLTY INVS	3	269	Market
TRANSDIGM GROUP INC	284467	1142622	Market
TRANSENTERIX INC	2918	2244578	Market
TRANSGENOMIC INC	1	4222	Market
TRANSOCEAN LTD	109081	7400356	Market
TRANSPORTADORA DE GAS SUR	3697	409860	Market
TRANSUNION	16990	549297	Market
TRAVELCENTERS AMER LLC	37	5144	Market
TRAVELERS COMPANIES INC	564214	4608840	Market
TRAVELPORT WORLDWIDE LTD	50587	3587754	Market
TRAVELZOO INC	187	19919	Market
TRC COS INC	6622	624676	Market
TRECORA RES	8813	636307	Market
TREDEGAR CORP	49286	2053579	Market
TREEHOUSE FOODS INC	158005	2188743	Market
TREMOR VIDEO INC	278	111644	Market
TREVENA INC	12698	2159505	Market
TREX CO INC	156879	2436011	Market
TRI POINTE GROUP INC	128698	11210612	Market
TRIANGLE PETE CORP	58	247140	Market
TRIBUNE MEDIA CO	29480	842767	Market
TRICO BANCSHARES	22749	665555	Market
TRIMAS CORP	32456	1381116	Market
TRIMBLE INC	300747	9975031	Market
TRINA SOLAR LIMITED	2127	228715	Market
TRINET GROUP INC	32754	1278473	Market
TRINITY INDS INC	167291	6026344	Market
TRINITY INDS INC	74	58000	Market
TRINITY PL HLDGS INC	5935	640260	Market
TRINSEO S A	49637	837043	Market
TRIO TECH INTL	1	311	Market
TRIPADVISOR INC	91675	1977037	Market
TRIPLE-S MGMT CORP	18967	916286	Market
TRISTATE CAP HLDGS INC	16029	725283	Market
TRITON INTL LTD	19454	1231290	Market
TRIUMPH BANCORP INC	13482	515551	Market
TRIUMPH GROUP INC NEW	97499	3679216	Market
TRONC INC	12340	889663	Market
TRONOX LTD	20478	1986188	Market
TROVAGENE INC	1883	896712	Market
TRUEBLUE INC	85265	3459030	Market
TRUECAR INC	20171	1613653	Market
TRUETT-HURST INC	1	708	Market
TRUPANION INC	7649	492837	Market
TRUSTCO BK CORP N Y	65437	7478526	Market
TRUSTMARK CORP	276552	7757407	Market
TSAKOS ENERGY NAVIGATION LTD	1	123	Market
TTM TECHNOLOGIES  INC	85096	6243252	Market
TTM TECHNOLOGIES  INC	44	29000	Market
TUESDAY MORNING CORP	20302	3759710	Market
TUNIU CORP	1714	195897	Market
TUPPERWARE BRANDS CORP	339189	6446009	Market
TURNING PT BRANDS INC	2330	190215	Market
TURQUOISE HILL RES LTD	2467	763868	Market
TURTLE BEACH CORP	78	59866	Market
TUTOR PERINI CORP	32107	1146689	Market
TWENTY FIRST CENTY FOX INC	389658	13896503	Market
TWENTY FIRST CENTY FOX INC	167940	6162923	Market
TWILIO INC	4959	171900	Market
TWIN DISC INC	338	23139	Market
TWITTER INC	112295	6889258	Market
TWITTER INC	241	262000	Market
TWO HBRS INVT CORP	99898	11456186	Market
TWO RIV BANCORP	32	2138	Market
TYLER TECHNOLOGIES INC	191716	1342830	Market
TYSON FOODS INC	340455	5519691	Market
U S CONCRETE INC	73169	1117084	Market
U S ENERGY CORP WYO	1	658	Market
U S G CORP	39499	1367691	Market
U S GEOTHERMAL INC	21	5243	Market
U S GLOBAL INVS INC	7	5183	Market
U S PHYSICAL THERAPY INC	72598	1034164	Market
U S SILICA HLDGS INC	331287	5844871	Market
U.S. AUTO PARTS NETWORK INC	146	41398	Market
UBIQUITI NETWORKS INC	46328	801531	Market
UCP INC	3311	274769	Market
UDR INC	383814	10521209	Market
UFP TECHNOLOGIES INC	5451	214167	Market
UGI CORP NEW	326159	7078095	Market
ULTA SALON COSMETCS & FRAG I	274212	1075596	Market
ULTIMATE SOFTWARE GROUP INC	210454	1154123	Market
ULTRA CLEAN HLDGS INC	10185	1049984	Market
ULTRAGENYX PHARMACEUTICAL IN	118083	1679460	Market
ULTRALIFE CORP	125	25344	Market
ULTRAPAR PARTICIPACOES S A	19736	951572	Market
ULTRATECH INC	44798	1868144	Market
UMB FINL CORP	209921	2722000	Market
UMH PPTYS INC	12817	851601	Market
UMPQUA HLDGS CORP	258221	13749770	Market
UNDER ARMOUR INC	91031	3133603	Market
UNDER ARMOUR INC	79381	3153804	Market
UNI PIXEL INC	108	109722	Market
UNICO AMERN CORP	7	619	Market
UNIFI INC	41804	1281163	Market
UNIFIRST CORP MASS	174303	1213385	Market
UNILIFE CORP NEW	81	35338	Market
UNION BANKSHARES CORP NEW	48077	1345187	Market
UNION BANKSHARES INC	5142	113125	Market
UNION PAC CORP	1183707	11416923	Market
UNIQUE FABRICATING INC	2775	190088	Market
UNISYS CORP	24501	1638889	Market
UNIT CORP	113099	4209100	Market
UNITED BANCORP INC OHIO	22	1608	Market
UNITED BANCSHARES INC OHIO	15	679	Market
UNITED BANKSHARES INC WEST V	433253	9367639	Market
UNITED CMNTY BANCORP IND	14	811	Market
UNITED CMNTY BKS BLAIRSVLE G	163631	5524348	Market
UNITED CMNTY FINL CORP OHIO	13728	1535582	Market
UNITED CONTL HLDGS INC	457907	6283027	Market
UNITED FINL BANCORP INC NEW	29967	1650151	Market
UNITED FIRE GROUP INC	81639	1660334	Market
UNITED GUARDIAN INC	283	18230	Market
UNITED INS HLDGS CORP	21631	1428713	Market
UNITED NAT FOODS INC	145143	3041551	Market
UNITED PARCEL SERVICE INC	1382629	12060615	Market
UNITED RENTALS INC	173996	1648001	Market
UNITED SECURITY BANCSHARES C	427	55081	Market
UNITED STATES ANTIMONY CORP	5	18966	Market
UNITED STATES CELLULAR CORP	30485	697281	Market
UNITED STATES LIME & MINERAL	4967	65568	Market
UNITED STATES STL CORP NEW	226595	6864421	Market
UNITED TECHNOLOGIES CORP	1259411	11488880	Market
UNITED THERAPEUTICS CORP DEL	340819	2376204	Market
UNITEDHEALTH GROUP INC	2366959	14789797	Market
UNITIL CORP	20828	459374	Market
UNITY BANCORP INC	95	6048	Market
UNIVAR INC	37233	1312398	Market
UNIVERSAL AMERN CORP NEW	15394	1547163	Market
UNIVERSAL CORP VA	117246	1839152	Market
UNIVERSAL DISPLAY CORP	70902	1259362	Market
UNIVERSAL ELECTRS INC	71017	1100189	Market
UNIVERSAL FST PRODS INC	173664	1699589	Market
UNIVERSAL HEALTH RLTY INCM T	46821	713844	Market
UNIVERSAL HLTH SVCS INC	199494	1875292	Market
UNIVERSAL INS HLDGS INC	73934	2603304	Market
UNIVERSAL LOGISTICS HLDGS IN	4318	264074	Market
UNIVERSAL SEC INSTRS INC	2	622	Market
UNIVERSAL STAINLESS & ALLOY	292	21594	Market
UNIVERSAL TECHNICAL INST INC	171	58685	Market
UNIVEST CORP PA	25494	825044	Market
UNUM GROUP	186514	4245703	Market
UPLAND SOFTWARE INC	141	15761	Market
UQM TECHNOLOGIES INC	5	11473	Market
URANIUM ENERGY CORP	122	109043	Market
URANIUM RES INC	1	577	Market
URBAN EDGE PPTYS	159579	5800762	Market
URBAN OUTFITTERS INC	42629	1496789	Market
URSTADT BIDDLE PPTYS INC	43158	1790059	Market
US BANCORP DEL	1237864	24097016	Market
US ECOLOGY INC	82322	1674917	Market
US FOODS HLDG CORP	12115	440879	Market
USA TECHNOLOGIES INC	5042	1172499	Market
USA TRUCK INC	2372	272291	Market
USANA HEALTH SCIENCES INC	19263	314753	Market
UTAH MED PRODS INC	7986	109767	Market
V F CORP	233177	4370697	Market
VAALCO ENERGY INC	257	247506	Market
VAIL RESORTS INC	64974	402788	Market
VALE S A	26788	3515503	Market
VALE S A	37026	5373932	Market
VALERO ENERGY CORP NEW	544329	7967352	Market
VALHI INC NEW	2613	755203	Market
VALIDUS HOLDINGS LTD	44549	809839	Market
VALLEY NATL BANCORP	229945	19754693	Market
VALMONT INDS INC	123087	873577	Market
VALSPAR CORP	309821	2990261	Market
VALUE LINE INC	717	36792	Market
VALVOLINE INC	7461	347021	Market
VANDA PHARMACEUTICALS INC	36211	2270297	Market
VANTIV INC	117640	1973161	Market
VARIAN MED SYS INC	281690	3137562	Market
VARONIS SYS INC	9313	347504	Market
VASCO DATA SEC INTL INC	32961	2414728	Market
VASCULAR SOLUTIONS INC	79896	1424168	Market
VBI VACCINES INC	152	49190	Market
VCA INC	212130	3090018	Market
VECTOR GROUP LTD	64220	2824095	Market
VECTOR GROUP LTD	29	25000	Market
VECTREN CORP	179184	3435930	Market
VECTRUS INC	8411	352675	Market
VEDANTA LTD	7318	589241	Market
VEECO INSTRS INC DEL	93150	3195548	Market
VEEVA SYS INC	41926	1030115	Market
VENTAS INC	735778	11768682	Market
VERA BRADLEY INC	19636	1675469	Market
VERACYTE INC	3436	443866	Market
VERASTEM INC	109	97667	Market
VEREIT INC	136070	16083968	Market
VERICEL CORP	210	70102	Market
VERIFONE SYS INC	78309	4416770	Market
VERINT SYS INC	77270	2192057	Market
VERINT SYS INC	82	87000	Market
VERISIGN INC	129200	1698441	Market
VERISK ANALYTICS INC	240284	2960251	Market
VERITEX HLDGS INC	7466	279522	Market
VERITIV CORP	39223	729728	Market
VERIZON COMMUNICATIONS INC	3449134	64614722	Market
VERMILION ENERGY INC	8	182	Market
VERMILLION INC	59	61870	Market
VERSAR INC	3	2304	Market
VERSARTIS INC	22482	1508870	Market
VERSUM MATLS INC	109071	3885676	Market
VERTEX ENERGY INC	68	52263	Market
VERTEX PHARMACEUTICALS INC	502283	6818014	Market
VIACOM INC NEW	3919	101802	Market
VIACOM INC NEW	213284	6076467	Market
VIAD CORP	71453	1620242	Market
VIASAT INC	205839	3108410	Market
VIAVI SOLUTIONS INC	157183	19215489	Market
VICAL INC	56	24200	Market
VICON INDS INC	1	1728	Market
VICOR CORP	19331	1280199	Market
VIEWRAY INC	670	214190	Market
VIKING THERAPEUTICS INC	1	703	Market
VILLAGE BK & TR FINANCIAL CO	3	113	Market
VILLAGE SUPER MKT INC	7530	243678	Market
VINCE HLDG CORP	2918	720592	Market
VIPSHOP HLDGS LTD	62254	5654350	Market
VIRCO MFG CO	10	2212	Market
VIRNETX HLDG CORP	3387	1539504	Market
VIRTU FINL INC	15602	978158	Market
VIRTUS INVT PARTNERS INC	49344	417992	Market
VIRTUSA CORP	55985	2228702	Market
VISA INC	2254341	28894395	Market
VISHAY INTERTECHNOLOGY INC	133336	8230638	Market
VISHAY PRECISION GROUP INC	7496	396590	Market
VISTA OUTDOOR INC	85769	2324372	Market
VISTEON CORP	27988	348370	Market
VITAL THERAPIES INC	3302	759007	Market
VITAMIN SHOPPE INC	46374	1952579	Market
VIVINT SOLAR INC	1892	741994	Market
VIVUS INC	327	284214	Market
VMWARE INC	68575	871020	Market
VOCERA COMMUNICATIONS INC	14821	801546	Market
VOLITIONRX LTD	14	3147	Market
VOLT INFORMATION SCIENCES IN	208	30357	Market
VONAGE HLDGS CORP	62193	9079271	Market
VORNADO RLTY TR	545901	5230438	Market
VOXX INTL CORP	237	50388	Market
VOYA FINL INC	90063	2296343	Market
VOYAGER THERAPEUTICS INC	4906	385055	Market
VSE CORP	11140	286808	Market
VTTI ENERGY PARTNERS LP	1423	88120	Market
VTV THERAPEUTICS INC	1184	245203	Market
VULCAN MATLS CO	305970	2444824	Market
VUZIX CORP	242	35538	Market
VWR CORP	21215	847592	Market
W & T OFFSHORE INC	3241	1169928	Market
W P CAREY INC	96124	1626738	Market
WABASH NATL CORP	80359	5079603	Market
WABCO HLDGS INC	56964	536634	Market
WABTEC CORP	283680	3417004	Market
WADDELL & REED FINL INC	221200	11337782	Market
WAFERGEN BIO-SYSTEMS INC	7	1402	Market
WAGEWORKS INC	204536	2821184	Market
WAL-MART STORES INC	1632240	23614578	Market
WALGREENS BOOTS ALLIANCE INC	918925	11103495	Market
WALKER & DUNLOP INC	69581	2230155	Market
WALTER INVT MGMT CORP	2956	622267	Market
WALTER INVT MGMT CORP	41	58000	Market
WASHINGTON FED INC	189631	5520560	Market
WASHINGTON PRIME GROUP NEW	127433	12241398	Market
WASHINGTON REAL ESTATE INVT	86761	2654045	Market
WASHINGTON TR BANCORP	27463	489982	Market
WASHINGTONFIRST BANKSHARES I	8417	290330	Market
WASTE CONNECTIONS INC	28273	359756	Market
WASTE MGMT INC DEL	758374	10694882	Market
WATERS CORP	252957	1882261	Market
WATERSTONE FINL INC MD	15627	849312	Market
WATSCO INC	161879	1092893	Market
WATTS WATER TECHNOLOGIES INC	142209	2181112	Market
WAVE LIFE SCIENCES LTD	6274	239940	Market
WAYFAIR INC	33223	947870	Market
WAYNE SVGS BANCSHARES INC NE	11	682	Market
WAYSIDE TECHNOLOGY GROUP INC	16	830	Market
WCI CMNTYS INC	43170	1840936	Market
WD-40 CO	128691	1100861	Market
WEATHERFORD INTL LTD	190	175000	Market
WEATHERFORD INTL PLC	66227	13271927	Market
WEB COM GROUP INC	26938	1273665	Market
WEBMD HEALTH CORP	107312	2164851	Market
WEBMD HEALTH CORP	59	58000	Market
WEBMD HEALTH CORP	33	29000	Market
WEBSTER FINL CORP CONN	305896	5635516	Market
WEC ENERGY GROUP INC	658927	11234907	Market
WECAST NETWORK INC	44	35609	Market
WEIBO CORP	18272	450050	Market
WEIGHT WATCHERS INTL INC NEW	9592	837707	Market
WEINGARTEN RLTY INVS	218194	6096515	Market
WEIS MKTS INC	20056	300058	Market
WELLCARE HEALTH PLANS INC	245948	1794190	Market
WELLESLEY BANCORP INC	7	267	Market
WELLS FARGO & CO NEW	3358101	60934513	Market
WELLS FARGO & CO NEW	485352	407859	Market
WELLTOWER INC	811659	12126990	Market
WELLTOWER INC	89956	1494786	Market
WENDYS CO	105905	7833212	Market
WERNER ENTERPRISES INC	72445	2688114	Market
WESBANCO INC	54477	1265136	Market
WESCO AIRCRAFT HLDGS INC	45873	3068457	Market
WESCO INTL INC	34857	523770	Market
WEST BANCORPORATION INC	12942	523964	Market
WEST CORP	33565	1355602	Market
WEST MARINE INC	6277	599528	Market
WEST PHARMACEUTICAL SVSC INC	238841	2815523	Market
WESTAMERICA BANCORPORATION	126507	2010274	Market
WESTAR ENERGY INC	376267	6677314	Market
WESTBURY BANCORP INC	358	17303	Market
WESTELL TECHNOLOGIES INC	82	126852	Market
WESTERN ALLIANCE BANCORP	55004	1129215	Market
WESTERN ASSET MTG CAP CORP	23208	2304697	Market
WESTERN DIGITAL CORP	360024	5298368	Market
WESTERN NEW ENG BANCORP INC	7738	827547	Market
WESTERN REFNG INC	188779	4987555	Market
WESTERN UN CO	201498	9277075	Market
WESTLAKE CHEM CORP	24082	430112	Market
WESTMORELAND COAL CO	10329	584547	Market
WESTROCK CO	439433	8655371	Market
WESTWOOD HLDGS GROUP INC	15471	257897	Market
WEX INC	165181	1480119	Market
WEYCO GROUP INC	6625	211646	Market
WEYERHAEUSER CO	531707	17670554	Market
WGL HLDGS INC	237647	3115454	Market
WHEELER REAL ESTATE INVT TR	273	160538	Market
WHIRLPOOL CORP	248608	1367709	Market
WHITE MTNS INS GROUP LTD	39834	47645	Market
WHITESTONE REIT	12716	884300	Market
WHITEWAVE FOODS CO	383499	6897469	Market
WHITING PETE CORP NEW	34996	2911498	Market
WHITING PETE CORP NEW	76	87000	Market
WHOLE FOODS MKT INC	177692	5776736	Market
WIDEPOINT CORP	17	20412	Market
WILEY JOHN & SONS INC	96404	1768877	Market
WILHELMINA INTL INC	3	303	Market
WILLAMETTE VY VINEYARD INC	6	794	Market
WILLBROS GROUP INC DEL	4553	1405287	Market
WILLDAN GROUP INC	472	20886	Market
WILLIAMS CLAYTON ENERGY INC	24655	206731	Market
WILLIAMS COS INC DEL	433756	13929224	Market
WILLIAMS SONOMA INC	157209	3248794	Market
WILLIS LEASE FINANCE CORP	3434	134264	Market
WILLIS TOWERS WATSON PUB LTD	130364	1066109	Market
WINDSTREAM HLDGS INC	40420	5514310	Market
WINDTREE THERAPEUTICS INC	3	2655	Market
WINGSTOP INC	54010	1825295	Market
WINMARK CORP	9268	73469	Market
WINNEBAGO INDS INC	66734	2108515	Market
WINS FIN HLDGS INC	8211	45616	Market
WINTRUST FINL CORP	311562	4293262	Market
WIPRO LTD	25968	2682603	Market
WIRELESS TELECOM GROUP INC	9	4683	Market
WISDOMTREE INVTS INC	75577	6784304	Market
WIX COM LTD	6445	144667	Market
WMIH CORP	10473	6756904	Market
WOLVERINE BANCORP INC	9	283	Market
WOLVERINE WORLD WIDE INC	174959	7970789	Market
WOODWARD INC	218891	3170034	Market
WORKDAY INC	96172	1455172	Market
WORKDAY INC	91	87000	Market
WORKHORSE GROUP INC	2601	368445	Market
WORKIVA INC	9573	701314	Market
WORLD ACCEP CORP DEL	32927	512239	Market
WORLD FUEL SVCS CORP	134333	2926014	Market
WORLD WRESTLING ENTMT INC	53084	2884989	Market
WORTHINGTON INDS INC	126916	2675300	Market
WPX ENERGY INC	206394	14165686	Market
WPX ENERGY INC	49573	754874	Market
WRIGHT MED GROUP INC	60	58000	Market
WRIGHT MED GROUP N V	78457	3414157	Market
WSFS FINL CORP	40910	882636	Market
WSI INDS INC	5	1576	Market
WVS FINL CORP	3	222	Market
WYNDHAM WORLDWIDE CORP	142060	1860160	Market
WYNN RESORTS LTD	119116	1376909	Market
XACTLY CORP	8004	727648	Market
XBIOTECH INC	10261	1013917	Market
XCEL BRANDS INC	1	315	Market
XCEL ENERGY INC	684777	16824978	Market
XCERRA CORP	13182	1725422	Market
XENCOR INC	45546	1730474	Market
XENIA HOTELS & RESORTS INC	73523	3785956	Market
XENITH BANKSHARES INC NEW	7134	252982	Market
XERIUM TECHNOLOGIES INC	173	30828	Market
XEROX CORP	152977	17523090	Market
XG TECHNOLOGY INC	0	194	Market
XILINX INC	316163	5237096	Market
XILINX INC	183	87000	Market
XINYUAN REAL ESTATE CO LTD	101	20456	Market
XL GROUP LTD	182150	4888613	Market
XO GROUP INC	39794	2045968	Market
XOMA CORP DEL	6	1535	Market
XPLORE TECHNOLOGIES CORP	50	24819	Market
XPO LOGISTICS INC	134333	3112432	Market
XTANT MED HLDGS INC	1	1455	Market
XUNLEI LTD	13	3249	Market
XYLEM INC	167028	3372940	Market
YADKIN FINL CORP	52248	1525044	Market
YAHOO INC	451920	11686571	Market
YAHOO INC	173	175000	Market
YAMANA GOLD INC	1974	702472	Market
YANDEX NV	55	58000	Market
